t,dt,fps,state,laser_x,laser_y,target_x,target_y,dx,dy,err_px,vx,vy,velocity,servo_x,servo_y,locked,t_lock,lost_counter
0.0005,0.1,10,TESTTWO,368,10,382,355,278,768.001,507.601,3550.0,2780.0,4509,920.589,86.0,94.0,0,0.0
0.0187,0.0244,41,TESTTWO,368,41,382,358,280,17.026,-83.982,122.841,81.894,148,85.691,85.475,91.408,0,0.0
0.0806,0.0135,74,TESTTWO,371,74,383,363,283,73.366,-51.18,369.842,221.905,431,89.454,83.21,89.828,0,0.0
0.1504,0.0622,16,TESTTWO,393,16,386,363,283,-29.999,-102.999,0,0,0,107.279,84.136,86.649,0,0.0
0.2791,0.0713,14,TESTTWO,424,14,363,357,276,-85.523,-108.61,-84.2,-98.234,129,138.24,86.776,83.297,0,0.0
0.348,0.1,10,TESTTWO,425,10,350,361,275,-55.199,-74.999,40.0,0,40,93.122,88.479,80.982,0,0.0
0.4133,0.0709,14,TESTTWO,424,14,332,368,272,-34.266,-69.313,98.786,-42.337,107,77.321,89.537,78.843,0,0.0
0.4784,0.0644,16,TESTTWO,401,16,307,370,268,-24.171,-52.655,31.037,-62.074,69,57.938,90.283,77.218,0,0.0
0.5462,0.064,16,TESTTWO,383,16,288,367,264,-26.316,-37.755,-46.894,-62.525,78,46.021,91.095,76.053,0,0.0
0.6152,0.0697,14,TESTTWO,373,14,276,360,262,-35.102,-13.999,-100.466,0,100,37.79,92.178,75.621,0,0.0
0.6788,0.0689,15,TESTTWO,366,15,271,352,261,-39.547,-9.999,-116.127,0,116,40.791,93.399,75.312,0,0.0
0.7426,0.0617,16,TESTTWO,359,16,267,347,260,-29.834,-6.999,-81.07,0,81,30.644,94.32,75.096,0,0.0
0.8114,0.0659,15,TESTTWO,355,15,259,348,260,-6.999,1.001,0,0,0,7.07,94.536,75.127,0,0.0659
0.879,0.0681,15,TESTTWO,350,15,258,354,260,23.371,2.001,88.044,0,88,23.456,93.815,75.189,0,0.1341
0.9432,0.0664,15,TESTTWO,347,15,257,361,259,37.189,2.001,105.402,0,105,37.243,92.667,75.25,0,0.0
1.0108,0.066,15,TESTTWO,347,15,257,363,257,22.663,-6.661,30.282,-30.282,43,23.622,91.967,75.045,0,0.066
1.0752,0.067,15,TESTTWO,347,15,258,359,256,-1.141,-1.999,-59.737,0,60,2.302,91.967,75.045,0,0.133
1.143,0.0633,16,TESTTWO,348,16,258,352,255,-20.333,-2.999,-110.611,0,111,20.553,92.595,74.952,0,0.1963
1.2124,0.0689,15,TESTTWO,356,15,258,344,251,-37.525,-19.762,-116.028,-58.014,130,42.411,93.753,74.342,0,0.0
1.2726,0.0692,14,TESTTWO,359,14,254,339,250,-35.889,-3.999,-72.229,0,72,36.112,94.861,74.219,0,0.0
1.3405,0.0589,17,TESTTWO,359,17,251,338,250,-20.999,-0.999,0,0,0,21.023,95.509,74.188,0,0.0589
1.405,0.0692,14,TESTTWO,354,14,252,342,250,0.718,-1.999,57.805,0,58,2.124,95.509,74.188,0,0.1281
1.4732,0.0641,16,TESTTWO,342,16,252,348,251,26.602,-0.999,93.642,0,94,26.621,94.688,74.157,0,0.0
1.5377,0.0673,15,TESTTWO,336,15,251,351,250,24.812,-0.999,44.597,0,45,24.832,93.922,74.126,0,0.0673
1.6055,0.0669,15,TESTTWO,335,15,251,351,249,16.001,-1.999,0,0,0,16.125,93.428,74.065,0,0.1341
1.6729,0.0666,15,TESTTWO,337,15,251,347,248,-3.216,-2.999,-60.075,0,60,4.397,93.428,74.065,0,0.2007
1.7364,0.0661,15,TESTTWO,344,15,251,342,246,-18.648,-11.659,-75.677,-30.271,82,21.993,94.004,73.705,0,0.2668
1.8064,0.0655,15,TESTTWO,347,15,251,336,245,-31.141,-5.999,-91.555,0,92,31.714,94.965,73.52,0,0.0
1.8696,0.0692,14,TESTTWO,347,14,251,334,245,-12.999,-5.999,0,0,0,14.316,95.366,73.335,0,0.0692
1.9369,0.0622,16,TESTTWO,347,16,243,337,249,0.605,20.14,48.201,64.268,80,20.149,95.347,73.956,0,0.1314
2.0051,0.069,14,TESTTWO,345,14,242,346,255,29.705,32.137,130.471,86.98,157,43.762,94.431,74.948,0,0.0
2.069,0.0676,15,TESTTWO,338,15,242,357,257,54.818,15.001,162.803,0,163,56.833,92.739,75.411,0,0.0
2.1363,0.0629,16,TESTTWO,336,16,242,366,258,61.488,16.001,143.121,0,143,63.536,90.841,75.905,0,0.0
2.2008,0.069,14,TESTTWO,341,14,242,369,259,37.564,17.001,43.466,0,43,41.232,89.682,76.43,0,0.0
2.2689,0.0637,16,TESTTWO,359,16,243,369,263,10.001,33.82,0,62.813,63,35.267,89.373,77.473,0,0.0
2.3363,0.0669,15,TESTTWO,369,15,245,365,264,-17.154,19.001,-59.795,0,60,25.599,89.902,78.06,0,0.0
2.4005,0.0694,14,TESTTWO,369,14,245,357,264,-37.345,19.001,-115.211,0,115,41.901,91.055,78.646,0,0.0
2.4686,0.0634,16,TESTTWO,370,16,268,350,260,-44.299,-21.885,-110.454,-63.116,127,49.41,92.422,77.971,0,0.0
2.5323,0.0671,15,TESTTWO,370,15,268,349,258,-20.999,-9.999,0,0,0,23.258,93.07,77.662,0,0.0671
2.6005,0.0657,15,TESTTWO,364,15,268,351,258,-6.301,-9.999,30.446,0,30,11.819,93.265,77.354,0,0.1328
2.6702,0.0673,15,TESTTWO,354,15,268,356,260,18.344,-7.999,74.288,0,74,20.012,92.699,77.107,0,0.2001
2.7329,0.0689,15,TESTTWO,353,15,267,360,261,19.765,-5.999,58.02,0,58,20.656,92.089,76.922,0,0.269
2.8006,0.0642,16,TESTTWO,353,16,267,364,261,24.707,-5.999,62.302,0,62,25.425,91.326,76.736,0,0.0
2.8649,0.0672,15,TESTTWO,353,15,268,365,263,12.001,-4.999,0,0,0,13.001,90.956,76.582,0,0.0672
2.9323,0.0628,16,TESTTWO,353,16,268,363,263,2.993,-4.999,-31.852,0,32,5.827,90.956,76.582,0,0.13
3.0005,0.0689,15,TESTTWO,357,15,268,360,264,-6.58,-3.999,-43.548,0,44,7.699,91.159,76.459,0,0.1989
3.0644,0.0682,15,TESTTWO,357,15,268,358,265,1.001,-2.999,0,0,0,3.162,91.159,76.459,0,0.267
3.1324,0.0628,16,TESTTWO,364,16,268,357,265,-6.999,-2.999,0,0,0,7.614,91.375,76.366,0,0.3298
3.1965,0.069,14,TESTTWO,364,14,268,360,266,5.563,-1.999,43.463,0,43,5.911,91.375,76.366,0,0.3989
3.2646,0.0641,16,TESTTWO,364,16,268,363,266,9.3,-1.999,46.816,0,47,9.513,91.088,76.304,0,0.4629
3.3324,0.0667,15,TESTTWO,364,15,268,366,266,11.893,-1.999,44.964,0,45,12.06,90.721,76.243,0,0.5297
3.3965,0.0692,14,TESTTWO,364,14,268,369,267,14.532,-0.999,43.323,0,43,14.566,90.272,76.212,0,0.5989
3.4651,0.0639,16,TESTTWO,364,16,268,370,268,6.001,0.001,0,0,0,6.001,90.272,76.212,0,0.6629
3.5284,0.0674,15,TESTTWO,364,15,268,368,268,4.001,0.001,0,0,0,4.001,90.272,76.212,0,0.7302
3.5969,0.0652,15,TESTTWO,364,15,267,365,268,-9.124,1.001,-46.022,0,46,9.179,90.554,76.243,0,0.7954
3.6621,0.0679,15,TESTTWO,364,15,267,363,268,-0.999,1.001,0,0,0,1.414,90.554,76.243,0,0.8634
3.7286,0.0639,16,TESTTWO,364,16,267,363,268,-0.999,1.001,0,0,0,1.414,90.554,76.243,0,0.9272
3.7967,0.068,15,TESTTWO,364,15,268,364,268,0.001,0.001,0,0,0,0.001,90.554,76.243,0,0.9952
3.8613,0.068,15,TESTTWO,364,15,267,365,268,1.001,1.001,0,0,0,1.416,90.554,76.243,0,1.0632
3.9288,0.0636,16,TESTTWO,364,16,267,367,267,9.917,0.001,31.439,0,31,9.917,90.247,76.243,0,1.1268
3.9929,0.0692,14,TESTTWO,364,14,267,368,267,4.001,0.001,0,0,0,4.001,90.247,76.243,0,1.196
4.0604,0.0655,15,TESTTWO,364,15,267,367,267,3.001,0.001,0,0,0,3.001,90.247,76.243,0,1.2616
4.1283,0.0641,16,TESTTWO,364,16,267,365,266,-5.862,-0.999,-31.195,0,31,5.946,90.247,76.243,0,1.3257
4.1924,0.0691,14,TESTTWO,364,14,268,362,265,-11.546,-2.999,-43.396,0,43,11.929,90.604,76.15,0,1.3948
4.2606,0.0639,16,TESTTWO,364,16,268,360,264,-10.888,-3.999,-31.311,0,31,11.599,90.94,76.027,0,1.4587
4.3244,0.0671,15,TESTTWO,364,15,268,359,264,-4.999,-3.999,0,0,0,6.402,90.94,76.027,0,1.5258
4.3924,0.0656,15,TESTTWO,364,15,268,359,264,-4.999,-3.999,0,0,0,6.402,90.94,76.027,0,1.5914
4.4604,0.0674,15,TESTTWO,364,15,268,361,264,-2.999,-3.999,0,0,0,4.999,90.94,76.027,0,1.6588
4.5244,0.0667,15,TESTTWO,364,15,268,362,264,-1.999,-3.999,0,0,0,4.471,90.94,76.027,0,1.7255
4.5923,0.066,15,TESTTWO,364,15,268,363,264,-0.999,-3.999,0,0,0,4.122,90.94,76.027,0,1.7915
4.6567,0.0672,15,TESTTWO,364,15,268,363,264,-0.999,-3.999,0,0,0,4.122,90.94,76.027,0,1.8587
4.7243,0.0631,16,TESTTWO,364,16,268,362,263,-1.999,-4.999,0,0,0,5.384,90.94,76.027,0,1.9218
4.7927,0.0696,14,TESTTWO,364,14,268,360,263,-3.999,-4.999,0,0,0,6.402,90.94,76.027,0,1.9914
4.8566,0.0677,15,TESTTWO,364,15,268,359,263,-4.999,-4.999,0,0,0,7.07,91.094,75.873,0,2.0591
4.9244,0.0626,16,TESTTWO,364,16,268,358,263,-5.999,-4.999,0,0,0,7.809,91.279,75.718,0,2.1217
4.9886,0.0699,14,TESTTWO,364,14,267,359,263,-4.999,-3.999,0,0,0,6.402,91.279,75.718,0,2.1915
5.0565,0.0633,16,TESTTWO,364,16,259,361,263,3.947,4.001,31.573,0,32,5.62,91.279,75.718,0,2.2549
5.1244,0.0669,15,TESTTWO,364,15,257,362,264,-1.999,7.001,0,0,0,7.281,91.341,75.934,0,2.3218
5.1886,0.0698,14,TESTTWO,364,14,256,363,264,-0.999,8.001,0,0,0,8.063,91.372,76.181,0,2.3916
5.2569,0.0634,16,TESTTWO,364,16,257,363,265,-0.999,8.001,0,0,0,8.063,91.403,76.428,0,2.4549
5.3205,0.067,15,TESTTWO,364,15,256,363,266,-0.999,10.001,0,0,0,10.051,91.434,76.737,0,2.5219
5.3885,0.0659,15,TESTTWO,364,15,257,363,266,-0.999,9.001,0,0,0,9.056,91.464,77.015,0,2.5878
5.4568,0.067,15,TESTTWO,364,15,256,363,266,-0.999,10.001,0,0,0,10.051,91.495,77.323,0,2.6548
5.5204,0.0675,15,TESTTWO,364,15,256,364,267,0.001,11.001,0,0,0,11.001,91.495,77.663,0,2.7223
5.5889,0.0651,15,TESTTWO,364,15,256,365,268,1.001,12.001,0,0,0,12.043,91.464,78.033,0,2.7875
5.6529,0.0679,15,TESTTWO,364,15,256,367,269,3.001,13.001,0,0,0,13.343,91.372,78.435,0,2.8554
5.7204,0.0629,16,TESTTWO,364,16,258,368,269,4.001,11.001,0,0,0,11.706,91.248,78.774,0,2.9182
5.7891,0.0687,15,TESTTWO,364,15,272,369,268,5.001,-3.999,0,0,0,6.403,91.248,78.774,0,2.987
5.8529,0.0684,15,TESTTWO,364,15,276,368,266,4.001,-9.999,0,0,0,10.77,91.125,78.466,0,3.0554
5.9206,0.0626,16,TESTTWO,364,16,276,365,264,-9.535,-19.023,-47.891,-31.928,58,21.279,91.419,77.878,0,3.118
5.985,0.069,14,TESTTWO,364,14,276,361,264,-15.752,-11.999,-57.97,0,58,19.802,91.905,77.508,0,3.187
6.0528,0.0643,16,TESTTWO,364,16,276,358,263,-16.269,-12.999,-46.683,0,47,20.825,92.407,77.107,0,3.2513
6.1166,0.0669,15,TESTTWO,364,15,276,356,262,-7.999,-13.999,0,0,0,16.123,92.654,76.675,0,3.3182
6.1848,0.065,15,TESTTWO,364,15,276,356,261,-7.999,-14.999,0,0,0,16.999,92.901,76.212,0,3.3832
6.2558,0.068,15,TESTTWO,364,15,276,357,260,-6.999,-15.999,0,0,0,17.463,93.117,75.718,0,3.4512
6.3193,0.0701,14,TESTTWO,364,14,270,358,260,-5.999,-9.999,0,0,0,11.661,93.302,75.409,0,3.5213
6.3871,0.0648,15,TESTTWO,361,15,261,360,262,5.791,7.791,30.864,30.864,44,9.708,93.123,75.65,0,3.5861
6.4489,0.0676,15,TESTTWO,353,15,260,361,263,8.001,3.001,0,0,0,8.545,92.877,75.743,0,3.6537
6.5165,0.0604,17,TESTTWO,350,17,260,361,263,11.001,3.001,0,0,0,11.403,92.537,75.835,0,3.7141
6.5848,0.069,14,TESTTWO,350,14,260,361,263,11.001,3.001,0,0,0,11.403,92.197,75.928,0,3.7831
6.6488,0.068,15,TESTTWO,350,15,260,361,265,11.001,5.001,0,0,0,12.084,91.858,76.082,0,3.8511
6.7165,0.063,16,TESTTWO,350,16,260,362,267,12.001,13.987,0,31.754,32,18.43,91.488,76.514,0,3.914
6.7808,0.0689,15,TESTTWO,353,15,260,364,267,11.001,7.001,0,0,0,13.04,91.148,76.73,0,3.983
6.8488,0.0641,16,TESTTWO,359,16,260,366,267,13.868,7.001,31.214,0,31,15.535,90.72,76.946,0,4.047
6.9165,0.0668,15,TESTTWO,361,15,260,367,268,6.001,8.001,0,0,0,10.001,90.535,77.193,0,4.1139
6.9809,0.0698,14,TESTTWO,361,14,259,368,267,7.001,8.001,0,0,0,10.632,90.319,77.44,0,4.1836
7.0487,0.0636,16,TESTTWO,361,16,259,367,267,6.001,8.001,0,0,0,10.001,90.133,77.687,0,4.2472
7.1125,0.0666,15,TESTTWO,361,15,259,366,268,5.001,9.001,0,0,0,10.297,89.979,77.965,0,4.3138
7.1807,0.0651,15,TESTTWO,361,15,259,364,266,-3.754,0.246,-30.704,-30.704,43,3.762,89.979,77.965,1,4.379
7.2486,0.0681,15,TESTTWO,366,15,260,364,268,-1.999,8.001,0,0,0,8.247,90.041,78.212,1,4.447
7.3125,0.0668,15,TESTTWO,369,15,259,365,272,-3.999,26.182,0,59.916,60,26.486,90.164,79.02,1,0.0
7.3807,0.0653,15,TESTTWO,369,15,261,369,275,13.47,24.103,61.225,45.919,77,27.612,89.748,79.764,1,0.0
7.4452,0.068,15,TESTTWO,369,15,272,375,279,25.408,19.939,88.216,58.811,106,32.298,88.964,80.379,1,0.0
7.5126,0.0634,16,TESTTWO,369,16,282,382,281,37.284,5.939,110.378,31.537,115,37.754,87.814,80.562,1,0.0
7.5811,0.0691,14,TESTTWO,375,14,284,387,281,27.917,-2.999,72.345,0,72,28.078,86.952,80.47,1,0.0
7.6446,0.0678,15,TESTTWO,385,15,284,389,281,4.001,-2.999,0,0,0,5.0,86.952,80.47,1,0.0678
7.7125,0.0622,16,TESTTWO,392,16,284,388,281,-3.999,-2.999,0,0,0,4.999,86.952,80.47,1,0.1301
7.7766,0.0699,14,TESTTWO,393,14,284,383,281,-25.728,-2.999,-71.496,0,71,25.902,87.746,80.377,1,0.0
7.8468,0.0633,16,TESTTWO,392,16,284,375,277,-44.798,-20.898,-126.359,-63.179,141,49.433,89.129,79.732,1,0.0
7.9125,0.0692,14,TESTTWO,393,14,284,368,275,-47.265,-8.999,-101.209,0,101,48.114,90.587,79.454,1,0.0
7.9768,0.0675,15,TESTTWO,388,15,284,364,274,-37.045,-9.999,-59.3,0,59,38.371,91.731,79.146,1,0.0
8.0449,0.0635,16,TESTTWO,377,16,284,364,274,-12.999,-9.999,0,0,0,16.4,92.132,78.837,1,0.0635
8.1087,0.067,15,TESTTWO,367,15,284,368,274,14.136,-9.999,59.703,0,60,17.315,91.696,78.529,1,0.1305
8.1768,0.0658,15,TESTTWO,359,15,283,373,275,30.726,-7.999,76.022,0,76,31.75,90.747,78.282,1,0.0
8.2409,0.0673,15,TESTTWO,357,15,284,378,277,37.335,-6.999,74.244,0,74,37.985,89.595,78.066,1,0.0
8.3086,0.0629,16,TESTTWO,360,16,284,382,277,35.987,-6.999,63.575,0,64,36.662,88.484,77.85,1,0.0
8.3768,0.0697,14,TESTTWO,368,14,284,382,278,14.001,-5.999,0,0,0,15.232,88.052,77.665,1,0.0697
8.4407,0.0675,15,TESTTWO,378,15,280,380,278,2.001,-1.999,0,0,0,2.828,88.052,77.665,1,0.1371
8.5086,0.0626,16,TESTTWO,385,16,271,376,278,-23.047,7.001,-63.853,0,64,24.087,88.764,77.881,1,0.1998
8.5727,0.0698,14,TESTTWO,385,14,270,372,278,-25.6,8.001,-57.278,0,57,26.821,89.554,78.128,1,0.0
8.6409,0.0659,15,TESTTWO,385,15,270,371,278,-13.999,8.001,0,0,0,16.124,89.986,78.375,1,0.0659
8.7087,0.0643,16,TESTTWO,385,16,270,372,279,-12.999,9.001,0,0,0,15.811,90.387,78.652,1,0.1301
8.7732,0.0699,14,TESTTWO,385,14,270,376,281,3.582,11.001,57.186,0,57,11.569,90.276,78.992,1,0.2001
8.8408,0.0639,16,TESTTWO,381,16,270,382,282,21.66,12.001,93.904,0,94,24.762,89.608,79.362,1,0.264
8.9047,0.0664,15,TESTTWO,372,15,270,386,282,27.253,12.001,60.237,0,60,29.779,88.767,79.733,1,0.0
8.977,0.0659,15,TESTTWO,368,15,270,388,281,26.681,11.001,30.364,0,30,28.86,87.943,80.072,1,0.0
9.0408,0.0714,14,TESTTWO,369,14,270,387,281,18.001,11.001,0,0,0,21.096,87.388,80.412,1,0.0714
9.1046,0.0626,16,TESTTWO,381,16,275,384,281,-7.547,6.001,-47.944,0,48,9.642,87.621,80.597,1,0.134
9.1731,0.0657,15,TESTTWO,390,15,287,379,281,-27.732,-5.999,-76.059,0,76,28.373,88.476,80.412,1,0.0
9.237,0.0676,15,TESTTWO,391,15,290,374,280,-33.269,-9.999,-73.956,0,74,34.739,89.503,80.103,1,0.0
9.3046,0.0628,16,TESTTWO,391,16,290,372,278,-26.007,-19.007,-31.855,-31.855,45,32.212,90.306,79.517,1,0.0
9.3728,0.0698,14,TESTTWO,391,14,290,373,278,-17.999,-11.999,0,0,0,21.632,90.862,79.146,1,0.0698
9.4369,0.0673,15,TESTTWO,381,15,290,375,278,-5.999,-11.999,0,0,0,13.415,91.047,78.776,1,0.137
9.5046,0.063,16,TESTTWO,374,16,290,378,278,14.481,-11.999,47.637,0,48,18.806,90.6,78.406,1,0.2
9.5688,0.0696,14,TESTTWO,368,14,290,380,278,12.001,-11.999,0,0,0,16.971,90.229,78.035,1,0.2696
9.6369,0.0634,16,TESTTWO,362,16,282,381,278,19.001,-3.999,0,0,0,19.417,89.643,77.912,1,0.333
9.7047,0.0672,15,TESTTWO,362,15,278,380,278,18.001,0.001,0,0,0,18.001,89.087,77.912,1,0.4003
9.7692,0.0695,14,TESTTWO,362,14,278,377,278,5.507,0.001,-43.153,0,43,5.507,89.087,77.912,1,0.4698
9.8369,0.064,16,TESTTWO,362,16,278,374,278,1.687,0.001,-46.88,0,47,1.687,89.087,77.912,1,0.5338
9.9006,0.0663,15,TESTTWO,362,15,279,373,279,11.001,0.001,0,0,0,11.001,88.748,77.912,1,0.6
9.9687,0.0656,15,TESTTWO,362,15,278,375,283,19.71,18.419,30.496,60.992,68,26.977,88.139,78.48,1,0.0
10.0367,0.0675,15,TESTTWO,367,15,279,380,285,29.301,6.001,74.09,0,74,29.909,87.235,78.666,1,0.0
10.1007,0.0669,15,TESTTWO,379,15,279,387,286,31.029,7.001,104.675,0,105,31.809,86.277,78.882,1,0.0
10.1687,0.0658,15,TESTTWO,385,15,279,392,285,23.709,6.001,75.947,0,76,24.457,85.546,79.067,1,0.0658
10.2329,0.0672,15,TESTTWO,390,15,279,394,285,4.001,6.001,0,0,0,7.212,85.422,79.252,1,0.1331
10.3008,0.0629,16,TESTTWO,398,16,279,393,284,-4.999,5.001,0,0,0,7.071,85.576,79.406,1,0.196
10.3649,0.0699,14,TESTTWO,401,14,279,388,285,-28.729,6.001,-71.499,0,71,29.349,86.463,79.592,1,0.0
10.4329,0.0632,16,TESTTWO,401,16,279,381,284,-44.355,5.001,-110.707,0,111,44.636,87.832,79.746,1,0.0
10.5007,0.0672,15,TESTTWO,400,15,279,376,283,-40.377,4.001,-74.447,0,74,40.575,89.078,79.869,1,0.0
10.5647,0.0696,14,TESTTWO,400,14,279,374,282,-25.999,3.001,0,0,0,26.172,89.881,79.962,1,0.0
10.6328,0.0631,16,TESTTWO,396,16,279,376,282,-13.023,3.001,31.709,0,32,13.364,90.283,80.055,1,0.0631
10.6967,0.067,15,TESTTWO,382,15,279,381,283,15.42,4.001,74.631,0,75,15.93,89.807,80.178,1,0.1301
10.7649,0.0659,15,TESTTWO,377,15,279,386,283,25.697,4.001,75.892,0,76,26.007,89.014,80.302,1,0.0
10.8327,0.0673,15,TESTTWO,377,15,285,389,281,21.812,-3.999,44.595,0,45,22.175,88.34,80.178,1,0.0673
10.8968,0.0669,15,TESTTWO,377,15,290,389,281,12.001,-8.999,0,0,0,15.0,87.97,79.901,1,0.1342
10.9648,0.0653,15,TESTTWO,377,15,290,386,282,-1.11,-7.999,-45.961,0,46,8.076,88.004,79.654,1,0.1995
11.0293,0.0678,15,TESTTWO,377,15,290,381,283,-12.229,-6.999,-73.771,0,74,14.09,88.382,79.438,1,0.2672
11.0966,0.064,16,TESTTWO,378,16,290,376,283,-19.189,-6.999,-78.136,0,78,20.426,88.974,79.222,1,0.3312
11.1649,0.068,15,TESTTWO,379,15,290,374,281,-4.999,-8.999,0,0,0,10.294,89.128,78.944,1,0.3992
11.2289,0.0681,15,TESTTWO,379,15,291,375,282,-3.999,-8.999,0,0,0,9.848,89.252,78.666,1,0.4673
11.2967,0.0629,16,TESTTWO,378,16,288,379,282,14.993,-5.999,63.602,0,64,16.149,88.789,78.481,1,0.5302
11.3613,0.0691,14,TESTTWO,378,14,279,383,281,17.73,2.001,57.857,0,58,17.842,88.242,78.543,1,0.5994
11.4319,0.0642,16,TESTTWO,378,16,276,387,282,22.698,6.001,62.258,0,62,23.478,87.541,78.728,1,0.6636
11.4997,0.0699,14,TESTTWO,379,14,277,388,283,9.001,6.001,0,0,0,10.818,87.263,78.913,1,0.7335
11.5646,0.0696,14,TESTTWO,382,14,277,387,284,5.001,7.001,0,0,0,8.604,87.109,79.129,1,0.8031
11.6308,0.064,16,TESTTWO,388,16,277,384,284,-14.312,7.001,-46.878,0,47,15.933,87.551,79.345,1,0.8671
11.6948,0.0652,15,TESTTWO,388,15,277,381,285,-17.12,8.001,-46.004,0,46,18.897,88.079,79.592,1,0.9324
11.7639,0.0659,15,TESTTWO,388,15,277,379,284,-15.673,7.001,-30.337,0,30,17.166,88.563,79.808,1,0.9983
11.8346,0.0684,15,TESTTWO,388,15,277,380,284,-7.999,7.001,0,0,0,10.63,88.81,80.024,1,1.0666
