t,dt,fps,state,laser_x,laser_y,target_x,target_y,dx,dy,err_px,vx,vy,velocity,servo_x,servo_y,locked,t_lock,lost_counter
47.0063,0.0698,14,TESTTWO,240,14,117,237,131,-2.999,14.001,0,0,0,14.319,106.233,60.735,0,0.0698
47.0745,0.0629,16,TESTTWO,240,16,129,240,137,10.5,28.999,47.723,95.446,107,30.841,105.909,61.63,0,0.0
47.1425,0.0673,15,TESTTWO,240,15,134,242,142,2.001,24.341,0,74.271,74,24.423,105.847,62.381,0,0.0673
47.2063,0.0668,15,TESTTWO,240,15,134,245,145,14.88,20.88,44.903,44.903,64,25.639,105.388,63.026,0,0.0
47.2746,0.0658,15,TESTTWO,240,15,139,249,151,22.383,32.073,60.825,91.238,110,39.111,104.697,64.016,0,0.0
47.339,0.0677,15,TESTTWO,240,15,147,252,157,21.743,29.485,44.283,88.565,99,36.635,104.026,64.926,0,0.0
47.4063,0.0632,16,TESTTWO,247,16,155,254,160,13.96,15.44,31.632,47.448,57,20.815,103.595,65.402,0,0.0632
47.4746,0.069,14,TESTTWO,253,14,161,257,164,13.564,15.752,43.469,57.959,72,20.787,103.177,65.888,0,0.1322
47.5384,0.0677,15,TESTTWO,255,15,167,260,170,14.756,22.512,44.342,88.684,99,26.917,102.721,66.583,0,0.0
47.6063,0.0625,16,TESTTWO,257,16,169,264,175,21.085,23.606,64.019,80.023,102,31.652,102.07,67.312,0,0.0
47.6703,0.07,14,TESTTWO,264,14,169,268,180,16.579,26.723,57.171,71.464,92,31.448,101.559,68.137,0,0.0
47.7437,0.0631,16,TESTTWO,269,16,176,272,187,16.94,35.394,63.358,110.877,128,39.239,101.036,69.229,0,0.0
47.8063,0.0725,14,TESTTWO,272,14,186,277,192,20.163,21.163,68.918,68.918,97,29.23,100.414,69.882,0,0.0
47.8704,0.0642,16,TESTTWO,275,16,196,280,197,15.287,18.144,46.754,77.924,91,23.726,99.942,70.442,0,0.0642
47.9405,0.0634,16,TESTTWO,279,16,202,284,201,18.887,12.887,63.116,63.116,89,22.864,99.359,70.84,0,0.1275
48.0024,0.0691,14,TESTTWO,288,14,202,288,207,12.736,24.104,57.888,86.832,104,27.262,98.966,71.584,0,0.0
48.0705,0.0638,16,TESTTWO,297,16,202,292,212,8.784,27.23,62.651,78.314,100,28.612,98.695,72.424,0,0.0
48.1385,0.068,15,TESTTWO,297,15,202,295,216,7.701,26.935,44.092,58.789,73,28.014,98.457,73.256,0,0.0
48.2023,0.0663,15,TESTTWO,299,15,216,299,221,13.274,21.593,60.333,75.416,97,25.346,98.047,73.922,0,0.0
48.2708,0.0652,15,TESTTWO,299,15,232,304,227,21.863,15.235,76.646,91.975,120,26.648,97.372,74.392,0,0.0
48.3345,0.0679,15,TESTTWO,299,15,237,310,233,30.429,15.429,88.31,88.31,125,34.118,96.433,74.868,0,0.0
48.4023,0.0625,16,TESTTWO,305,16,239,315,239,27.596,21.115,79.976,95.971,125,34.747,95.581,75.52,0,0.0
48.4704,0.0698,14,TESTTWO,314,14,239,321,245,25.911,24.911,85.956,85.956,122,35.944,94.782,76.289,0,0.0
48.5348,0.0673,15,TESTTWO,325,15,245,326,250,17.336,21.336,74.251,74.251,105,27.491,94.247,76.948,0,0.0
48.6023,0.0634,16,TESTTWO,333,16,251,331,256,15.358,25.83,78.896,94.676,123,30.051,93.773,77.745,0,0.0
48.6664,0.069,14,TESTTWO,337,14,255,336,261,14.935,21.935,72.425,72.425,102,26.536,93.312,78.422,0,0.0
48.7345,0.0635,16,TESTTWO,339,16,260,340,266,14.85,23.313,62.952,78.69,101,27.641,92.853,79.141,0,0.0
48.7984,0.0669,15,TESTTWO,340,15,269,345,271,21.441,18.441,74.726,74.726,106,28.28,92.192,79.71,0,0.0
48.8667,0.0659,15,TESTTWO,344,15,276,350,275,22.694,12.355,75.876,60.701,97,25.839,91.491,80.092,0,0.0
48.9352,0.0679,15,TESTTWO,349,15,281,355,279,22.197,10.958,73.619,58.895,94,24.755,90.806,80.43,0,0.0679
48.9989,0.0671,15,TESTTWO,351,15,285,359,284,21.125,15.406,59.656,74.57,95,26.146,90.154,80.905,0,0.0
49.0666,0.0655,15,TESTTWO,358,15,289,364,288,22.794,12.436,76.333,61.067,98,25.966,89.451,81.289,0,0.0
49.1305,0.067,15,TESTTWO,363,15,289,368,292,18.145,16.145,59.744,59.744,84,24.287,88.891,81.788,0,0.067
49.1985,0.0627,16,TESTTWO,367,16,292,373,297,23.548,22.548,79.759,79.759,113,32.602,88.164,82.483,0,0.0
49.3305,0.0699,14,TESTTWO,375,14,298,383,305,39.497,32.198,143.162,114.53,183,50.958,86.945,83.477,0,0.0
49.3984,0.1,10,TESTTWO,376,10,302,389,309,26.201,15.801,60.0,40.0,72,30.597,86.136,83.965,0,0.0
49.4627,0.0698,14,TESTTWO,385,14,307,393,313,20.601,18.601,57.273,57.273,81,27.756,85.5,84.539,0,0.0
49.5327,0.0674,15,TESTTWO,395,15,311,398,317,19.315,19.052,74.153,59.323,95,27.13,84.904,85.127,0,0.0
49.599,0.065,15,TESTTWO,398,15,314,403,321,21.926,20.541,76.932,61.545,99,30.045,84.227,85.761,0,0.0
49.6632,0.0679,15,TESTTWO,409,15,320,407,324,10.971,13.728,58.953,44.215,74,17.573,83.889,86.185,0,0.0679
49.731,0.064,16,TESTTWO,417,16,330,412,328,12.19,11.752,78.13,62.504,100,16.932,83.513,86.547,0,0.1318
49.7946,0.0665,15,TESTTWO,422,15,333,417,332,11.539,12.232,75.174,60.139,96,16.816,83.156,86.925,0,0.1984
49.8629,0.0654,15,TESTTWO,422,15,332,423,336,21.197,17.465,91.8,61.2,110,27.465,82.502,87.464,0,0.0
49.9307,0.0685,15,TESTTWO,422,15,333,428,339,22.069,15.642,73.036,43.822,85,27.05,81.821,87.947,0,0.0
49.9943,0.0657,15,TESTTWO,427,15,338,433,343,22.734,18.388,76.06,60.848,97,29.239,81.119,88.514,0,0.0
50.0626,0.0655,15,TESTTWO,434,15,342,437,346,16.437,14.078,61.071,45.803,76,21.641,80.612,88.949,0,0.0655
50.1267,0.0677,15,TESTTWO,438,15,346,442,349,20.256,12.754,73.888,44.333,86,23.937,79.987,89.342,0,0.1332
50.1944,0.063,16,TESTTWO,444,16,355,446,352,15.971,7.479,63.5,47.625,79,17.635,79.494,89.573,0,0.1962
50.2624,0.0694,14,TESTTWO,452,14,363,450,354,10.678,-8.999,57.624,0,58,13.965,79.164,89.296,0,0.2656
50.3272,0.0672,15,TESTTWO,454,15,365,453,357,8.823,1.823,44.647,44.647,63,9.01,78.892,89.352,0,0.3328
50.3949,0.064,16,TESTTWO,456,16,366,455,359,5.879,-0.121,31.264,31.264,44,5.88,78.892,89.352,0,0.3967
50.4588,0.0693,14,TESTTWO,460,14,366,459,361,11.695,-4.999,57.698,0,58,12.718,78.531,89.198,0,0.4661
50.5266,0.0633,16,TESTTWO,462,16,366,463,363,14.904,3.953,63.196,31.598,71,15.419,78.071,89.32,0,0.5294
50.5944,0.0665,15,TESTTWO,461,15,365,466,365,14.922,6.615,45.096,30.064,54,16.323,77.61,89.524,0,0.5959
50.6585,0.0697,14,TESTTWO,462,14,366,467,366,5.001,0.001,0,0,0,5.001,77.61,89.524,0,0.6656
50.7267,0.0634,16,TESTTWO,468,16,366,469,367,7.943,1.001,31.557,0,32,8.006,77.365,89.555,0,0.729
50.7904,0.067,15,TESTTWO,472,15,366,469,367,-2.999,1.001,0,0,0,3.162,77.365,89.555,0,0.796
50.8586,0.0656,15,TESTTWO,472,15,367,469,367,0,0,0,0,0,3.162,77.365,89.555,0,0.796
50.9226,0.0674,15,TESTTWO,472,15,366,469,367,0,0,0,0,0,3.162,77.365,89.555,0,0.796
50.9905,0.0628,16,TESTTWO,472,16,366,467,367,-12.008,1.001,-31.861,0,32,12.05,77.736,89.585,0,0.8587
51.0586,0.0699,14,TESTTWO,471,14,366,464,366,-16.443,0.001,-42.926,0,43,16.443,78.243,89.586,0,0.9286
51.1227,0.0673,15,TESTTWO,472,15,366,461,366,-20.801,0.001,-44.552,0,45,20.801,78.885,89.586,0,0.996
51.1904,0.0629,16,TESTTWO,472,16,366,457,363,-28.983,-13.487,-63.562,-47.672,79,31.967,79.78,89.169,0,0.0
51.2549,0.0697,14,TESTTWO,472,14,366,451,359,-39.943,-19.628,-86.108,-57.405,103,44.505,81.013,88.563,0,0.0
51.3226,0.064,16,TESTTWO,472,16,366,443,354,-56.5,-29.187,-125.004,-78.128,147,63.593,82.757,87.663,0,0.0
51.3904,0.0663,15,TESTTWO,463,15,366,434,349,-58.852,-33.584,-135.694,-75.385,155,67.76,84.573,86.626,0,0.0
51.4547,0.0697,14,TESTTWO,443,14,365,424,342,-50.583,-45.108,-143.562,-100.494,175,67.774,86.134,85.234,0,0.0
51.5227,0.0636,16,TESTTWO,426,16,364,415,335,-42.133,-53.215,-141.519,-110.071,179,67.875,87.435,83.591,0,0.0
51.5865,0.0669,15,TESTTWO,409,15,349,407,329,-28.3,-39.725,-119.55,-89.662,149,48.774,88.308,82.365,0,0.0
51.6546,0.0656,15,TESTTWO,397,15,329,398,322,-29.196,-30.486,-137.26,-106.758,174,42.211,89.209,81.424,0,0.0
51.7226,0.0675,15,TESTTWO,391,15,316,390,315,-27.057,-23.8,-118.444,-103.639,157,36.035,90.044,80.69,0,0.0
51.7865,0.0667,15,TESTTWO,387,15,308,382,309,-31.387,-18.79,-119.947,-89.96,150,36.582,91.013,80.11,0,0.0
51.8546,0.0658,15,TESTTWO,375,15,299,374,301,-27.752,-24.752,-121.602,-121.602,172,37.186,91.87,79.346,0,0.0
51.9189,0.0673,15,TESTTWO,362,15,297,366,294,-22.146,-25.878,-118.852,-103.995,158,34.061,92.553,78.547,0,0.0
51.9864,0.0631,16,TESTTWO,357,16,292,358,286,-26.874,-33.874,-126.704,-126.704,179,43.239,93.382,77.502,0,0.0
52.0546,0.0694,14,TESTTWO,356,14,283,350,278,-31.344,-30.344,-115.206,-115.206,163,43.626,94.35,76.565,0,0.0
52.1189,0.0676,15,TESTTWO,351,15,277,341,271,-39.301,-28.789,-133.189,-103.592,169,48.717,95.563,75.677,0,0.0
52.1865,0.0632,16,TESTTWO,345,16,275,334,264,-35.372,-35.372,-110.785,-110.785,157,50.023,96.655,74.585,0,0.0
52.2507,0.0693,14,TESTTWO,335,14,267,328,256,-26.053,-36.405,-86.611,-115.481,144,44.767,97.459,73.461,0,0.0
52.3187,0.0635,16,TESTTWO,331,16,256,322,250,-29.789,-26.789,-94.501,-94.501,134,40.063,98.378,72.635,0,0.0
52.3864,0.0669,15,TESTTWO,327,15,246,316,244,-30.721,-21.721,-89.645,-89.645,127,37.624,99.326,71.964,0,0.0
52.4507,0.0695,14,TESTTWO,316,14,241,311,238,-20.825,-21.991,-71.938,-86.325,112,30.287,99.969,71.285,0,0.0
52.5186,0.0637,16,TESTTWO,304,16,235,306,232,-15.277,-23.733,-78.538,-94.245,123,28.225,100.441,70.553,0,0.0
52.5828,0.0667,15,TESTTWO,300,15,232,300,226,-19.794,-25.794,-89.977,-89.977,127,32.514,101.052,69.757,0,0.0
52.6507,0.066,15,TESTTWO,300,15,223,296,220,-17.327,-22.992,-60.584,-90.876,109,28.79,101.586,69.047,0,0.0
52.7187,0.0672,15,TESTTWO,294,15,215,291,213,-19.37,-24.918,-74.412,-104.177,128,31.561,102.184,68.278,0,0.0
52.7831,0.0669,15,TESTTWO,288,15,212,286,208,-18.452,-20.452,-74.787,-74.787,106,27.546,102.754,67.647,0,0.0
52.8539,0.0666,15,TESTTWO,286,15,204,283,203,-12.908,-17.514,-45.04,-75.067,88,21.757,103.152,67.106,0,0.0666
52.9166,0.0701,14,TESTTWO,286,14,204,279,198,-19.56,-21.7,-57.094,-71.367,91,29.214,103.756,66.437,0,0.0
52.9848,0.0616,16,TESTTWO,278,16,194,274,192,-21.845,-23.414,-81.116,-97.339,127,32.022,104.43,65.714,0,0.0
53.0538,0.07,14,TESTTWO,269,14,189,271,187,-7.426,-17.71,-42.849,-71.416,83,19.204,104.659,65.167,0,0.07
53.1167,0.0681,15,TESTTWO,268,15,182,269,184,1.001,-7.692,0,-44.059,44,7.757,104.628,64.93,0,0.1381
53.1848,0.0618,16,TESTTWO,268,16,175,268,183,0.001,8.001,0,0,0,8.001,104.628,65.177,0,0.1999
53.2514,0.07,14,TESTTWO,267,14,172,267,182,0.001,10.001,0,0,0,10.001,104.628,65.486,0,0.2699
53.3173,0.0659,15,TESTTWO,267,15,170,267,181,0.001,11.001,0,0,0,11.001,104.628,65.825,0,0.3358
53.3809,0.0649,15,TESTTWO,268,15,170,267,181,-0.999,11.001,0,0,0,11.046,104.659,66.165,0,0.4007
53.4506,0.0654,15,TESTTWO,268,15,170,267,181,-0.999,11.001,0,0,0,11.046,104.69,66.504,0,0.4661
53.5169,0.069,14,TESTTWO,267,14,170,267,181,0.001,11.001,0,0,0,11.001,104.69,66.844,0,0.535
53.5808,0.0651,15,TESTTWO,268,15,170,267,181,-0.999,11.001,0,0,0,11.046,104.721,67.183,0,0.6001
53.6498,0.0658,15,TESTTWO,268,15,170,267,181,-0.999,11.001,0,0,0,11.046,104.751,67.523,0,0.666
53.7129,0.0684,15,TESTTWO,267,15,171,267,181,0.001,10.001,0,0,0,10.001,104.751,67.831,0,0.7343
53.7806,0.0619,16,TESTTWO,268,16,179,267,181,-0.999,2.001,0,0,0,2.237,104.751,67.831,0,0.7962
53.8506,0.069,14,TESTTWO,268,14,183,267,181,-0.999,-1.999,0,0,0,2.235,104.751,67.831,0,0.8652
53.9109,0.0699,14,TESTTWO,268,14,183,267,181,-0.999,-1.999,0,0,0,2.235,104.751,67.831,0,0.9351
53.9787,0.059,17,TESTTWO,268,17,183,268,182,0.001,-0.999,0,0,0,0.999,104.751,67.831,0,0.9941
54.0431,0.0695,14,TESTTWO,268,14,183,270,184,2.001,1.001,0,0,0,2.237,104.751,67.831,0,1.0636
54.1111,0.0639,16,TESTTWO,268,16,183,273,186,15.322,9.882,46.915,31.277,56,18.232,104.279,68.136,0,1.1275
54.1787,0.0669,15,TESTTWO,268,15,183,277,192,22.152,28.727,59.777,89.665,108,36.276,103.595,69.023,0,0.0
54.2432,0.0694,14,TESTTWO,268,14,183,283,200,34.016,42.354,86.432,115.242,144,54.323,102.545,70.33,0,0.0
54.311,0.0634,16,TESTTWO,268,16,190,289,208,41.813,45.751,94.601,126.134,158,61.979,101.254,71.742,0,0.0
54.3747,0.0666,15,TESTTWO,268,15,201,295,214,46.834,32.834,90.148,90.148,127,57.196,99.809,72.756,0,0.0
54.4426,0.0658,15,TESTTWO,269,15,209,300,221,47.727,35.418,76.029,106.441,131,59.434,98.336,73.849,0,0.0
54.5113,0.0673,15,TESTTWO,282,15,221,308,230,52.166,38.437,118.934,133.8,179,64.798,96.726,75.035,0,0.0
54.5746,0.0675,15,TESTTWO,300,15,231,317,239,46.342,37.342,133.37,133.37,189,59.515,95.295,76.188,0,0.0
54.6425,0.0651,15,TESTTWO,313,15,242,323,246,30.265,27.643,92.11,107.462,142,40.989,94.361,77.041,0,0.0
54.7069,0.0672,15,TESTTWO,324,15,252,329,253,24.643,23.917,89.283,104.164,137,34.341,93.601,77.779,0,0.0
54.7745,0.0631,16,TESTTWO,335,16,260,338,261,34.382,28.895,142.639,126.79,191,44.911,92.54,78.671,0,0.0
54.8427,0.0696,14,TESTTWO,345,14,261,346,270,26.272,37.431,114.869,129.228,173,45.731,91.729,79.826,0,0.0
54.9067,0.0674,15,TESTTWO,348,15,268,354,277,32.115,31.85,118.698,103.861,158,45.23,90.738,80.809,0,0.0
54.9746,0.063,16,TESTTWO,354,16,278,361,283,31.465,25.97,111.198,95.313,146,40.798,89.766,81.611,0,0.0
55.0387,0.0698,14,TESTTWO,361,14,286,370,291,37.381,30.227,128.999,114.666,173,48.073,88.613,82.544,0,0.0
55.107,0.0633,16,TESTTWO,366,16,294,379,298,44.275,28.325,142.153,110.564,180,52.56,87.246,83.418,0,0.0
55.1745,0.0672,15,TESTTWO,374,15,301,385,303,30.657,18.381,89.345,74.454,116,35.745,86.3,83.985,0,0.0
55.2399,0.0694,14,TESTTWO,385,14,308,390,308,20.844,15.844,72.012,72.012,102,26.182,85.657,84.474,0,0.0
55.3072,0.0648,15,TESTTWO,394,15,310,397,313,26.757,19.969,107.98,77.129,133,33.387,84.831,85.091,0,0.0
55.3708,0.066,15,TESTTWO,402,15,315,405,320,29.671,28.337,121.227,106.074,161,41.029,83.915,85.965,0,0.0
55.439,0.0655,15,TESTTWO,411,15,324,413,326,28.859,22.145,122.083,91.562,153,36.377,83.024,86.649,0,0.0
55.5034,0.0674,15,TESTTWO,420,15,330,418,330,14.333,13.066,74.236,59.388,95,19.395,82.582,87.052,0,0.0674
55.5709,0.0635,16,TESTTWO,426,16,335,425,334,23.254,12.86,110.239,62.994,127,26.573,81.864,87.449,0,0.0
55.6392,0.0692,14,TESTTWO,430,14,341,433,340,28.422,18.067,115.551,86.664,144,33.679,80.987,88.007,0,0.0
55.7034,0.0677,15,TESTTWO,436,15,342,442,346,35.26,23.507,132.993,88.662,160,42.377,79.899,88.732,0,0.0
55.7714,0.0629,16,TESTTWO,444,16,348,448,349,24.972,11.487,95.323,47.662,107,27.487,79.128,89.087,0,0.0
55.8356,0.07,14,TESTTWO,453,14,360,455,354,24.011,9.722,100.044,71.46,123,25.904,78.387,89.387,0,0.0
55.9036,0.0635,16,TESTTWO,458,16,367,463,359,32.72,9.325,125.995,78.747,149,34.023,77.377,89.674,0,0.0
55.9707,0.0668,15,TESTTWO,462,15,367,472,364,39.623,13.458,134.645,74.803,154,41.846,76.154,90.09,0,0.0
56.036,0.0689,15,TESTTWO,470,15,367,481,369,39.724,17.958,130.559,72.533,149,43.595,74.928,90.644,0,0.0
56.1033,0.0645,15,TESTTWO,473,15,372,489,373,43.272,14.637,123.96,61.98,139,45.681,73.593,91.096,0,0.0
56.1669,0.0662,15,TESTTWO,486,15,375,495,377,28.926,15.284,90.566,60.377,109,32.715,72.7,91.568,0,0.0
56.2354,0.0654,15,TESTTWO,502,15,382,500,379,14.808,3.724,76.397,30.559,82,15.269,72.243,91.683,0,0.0654
56.3033,0.0676,15,TESTTWO,509,15,382,500,379,0,0,76.397,30.559,82,15.269,72.243,91.683,0,0.0654
56.3667,0.0669,15,TESTTWO,510,15,382,500,379,0,0,76.397,30.559,82,15.269,72.243,91.683,0,0.0654
56.4352,0.0652,15,TESTTWO,510,15,382,500,379,0,0,76.397,30.559,82,15.269,72.243,91.683,0,0.0654
56.4995,0.0677,15,TESTTWO,510,15,382,512,382,40.976,9.745,177.161,44.29,183,42.119,70.978,91.983,0,0.0
56.5668,0.0633,16,TESTTWO,512,16,382,518,383,26.862,1.001,94.822,0,95,26.88,70.149,92.014,0,0.0
56.6352,0.069,14,TESTTWO,524,14,383,523,382,14.932,-0.999,72.413,0,72,14.965,69.688,91.983,0,0.069
56.6993,0.0677,15,TESTTWO,533,15,383,525,377,-7.999,-22.258,0,-73.907,74,23.652,69.935,91.296,0,0.1367
56.7668,0.063,16,TESTTWO,538,16,383,521,370,-30.966,-37.442,-63.488,-111.103,128,48.588,70.891,90.141,0,0.0
56.8317,0.0694,14,TESTTWO,538,14,383,511,362,-58.682,-46.346,-144.015,-115.212,184,74.777,72.702,88.71,0,0.0
56.8991,0.0643,16,TESTTWO,539,16,385,494,353,-103.138,-62.779,-264.27,-139.908,299,120.742,75.702,86.773,0,0.0
56.9668,0.0661,15,TESTTWO,535,15,379,470,342,-144.879,-73.611,-363.09,-166.416,399,162.507,78.702,84.501,0,0.0
57.0319,0.0695,14,TESTTWO,508,14,356,439,326,-167.072,-80.618,-445.788,-230.084,502,185.506,81.702,82.013,0,0.0
57.099,0.0639,16,TESTTWO,479,16,339,404,303,-195.487,-115.177,-547.67,-359.898,655,226.893,84.702,79.013,0,0.0
57.1627,0.0663,15,TESTTWO,458,15,325,369,277,-205.212,-134.329,-528.242,-392.408,658,245.268,87.702,76.013,0,0.0
57.231,0.0652,15,TESTTWO,438,15,302,340,251,-195.914,-138.785,-445.07,-399.029,598,240.091,90.702,73.013,0,0.0
57.2988,0.0681,15,TESTTWO,409,15,276,318,233,-162.079,-101.155,-323.091,-264.347,417,191.055,93.702,70.013,0,0.0
57.3627,0.0667,15,TESTTWO,385,15,258,308,223,-109.979,-67.979,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.4306,0.0656,15,TESTTWO,358,15,233,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.4951,0.0672,15,TESTTWO,333,15,202,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.5626,0.0633,16,TESTTWO,329,16,196,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.6268,0.0694,14,TESTTWO,329,14,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.6947,0.0635,16,TESTTWO,329,16,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.7626,0.0669,15,TESTTWO,329,15,195,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.8268,0.0696,14,TESTTWO,329,14,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.8951,0.0634,16,TESTTWO,329,16,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
57.9588,0.067,15,TESTTWO,329,15,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
58.0269,0.0657,15,TESTTWO,329,15,195,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
58.0955,0.0673,15,TESTTWO,329,15,195,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
58.1588,0.0673,15,TESTTWO,329,15,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
58.2267,0.0654,15,TESTTWO,329,15,195,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
58.2929,0.0673,15,TESTTWO,329,15,194,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
58.3586,0.0649,15,IDLE,329,15,195,308,223,0,0,-149.909,-149.909,212,129.292,96.702,67.914,0,0.0
